"ID
",texto,likesCount,Reproduciones,locationname,Comments,número de DM #menysviolencia,Robo de identidad,Interacciones reiteradas sin consentimiento,Difusión malintencionada,Ataques coordinados,Vigilancia y control,Captación,Hacer de menos,Promoción del machismo,Desamparo,número DM #mesigualtat,Conoce instagram,Evita normalizar la violencia,Cuentalo (y Denuncia),Cuida y apoya a tus amigas,Comparte contenido feminista
511,Hoy es lo de hacienda. (Chica cortando su pelo),114873,0,desconocido,438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
512,Dirty and loyal. That´s my type.,1846,0,desconocido,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
513,El machismo es una enfermeda de transmisión social y su vacuna está en la educación,4586,0,desconocido,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
514,"ni michismi, ni fiminismi. ninini",923,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
515,"Ni golpes que lastiman, ni palabras que hieran. #niunamenos",691,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
516,"Si mirases con nuestros ojos, gritaras",222,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
517,El machismo es el miedo de los hombres a los mujeres sin miedo,534,0,"Benicalap, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
518,El violador eres tú. Ver Video,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
519,"Y la culpa no era mia, ni dónde andaba, ni como vestía.",1996,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
520,"Si no eres violador, el violador no eres tu. Pero es much sospechoso que te molesta tanto una canción.",1917,0,desconocido,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
521,Según la RAE: no expresa negación. ¿Queda claro?,721,0,desconocido,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
522,Estas preciosa cuando luchas por tus derechos,1417,0,desconocido,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
523,"No te incomoda el feminismo, sino darte cuenta que al final eres machista",11652,0,Montevideo,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
524,Quiero dejar de preguntar a las pibas si llegaron bien. #8M,4370,0,Montevideo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
525,No es una revolución. Es que estamos todas con la regla.,422,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,"Me cela, me controla, me revisa el celular, me humila, me aísla, me grita, me empuja, me pega, me mata",3583,0,"Pais Vasco, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
527,Y eligo cómo me visto y con quién me desvisto,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
528,"No soy tu mamachita. Si lo fuera, te lo abortaba",1089,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
529,"En Mexico, Chile, Colombia, Sudán, Francia y España, las mujeres invandieron las calles para protestar contra la violencia de género. VIDEO",1049,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
530,Mujeres protestando,0,0,Universidad Nacional del Mar del Plata,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
531,"Y la culpa no era mia, ni dónde estaba, ni como vestía.",4454,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
532,"Me llamo Lucia Perez. En el 2016 fuí drogada, violada, empalada.Dentro mia en la autopsia encontraron dos botellas. Morío de un paro cardiaco a causa del dolor que me produjo el empaladamiento. Ayer la (in)justicia absolvio a los 3 acusados por mi femicidio.",2071,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
533,"Ellos acosan, abusan, persiguen por la calle, te dicen de todo, te golpean, te manipulan, te garchan dormida, te bardean, te violan de uno o más,  te violan y golpean a cualquier edad, porque son machos y nosotros mujeres. y las femiNAZIS somos nosotras. Vayense bien a la mierda.",1021,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
534,El violador eres tú.  Video,0,11582,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
535,"Y la culpa no era mia, ni dónde andaba, ni como vestía. El violador eres tú. Video",0,29508,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
536,And the fault was not mine or where I was or how I was dressed. It was never your fault. We won´t stop fighting until we end gender based violence. VIDEO,0,5869,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
537,¿Cómo identificar si estas en una relación machista?,933,0,desconocido,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
538,Parece mentira que en el año 2019 tenemos que justificar,0,138375,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
539,Esta vez que me tocaron en el metro,8163,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
540,Hace más o menos 3 meses estabamanos un dia en casa los cinco,0,201000,desconocido,371,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
541,Un violador en tu camino,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
542,Como seria si juzgasémos el resto de noticias  como lo hacemos con los violaciones?,3111,0,desconocido,68,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
543,Y que somos? Alerta. El periodo de prueba gratis se ha terminado.,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
544,Eduquemo a no violar. No a cómo protegerse de una violación.,398,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
545,El no de una mujer significa ruégame un poquito más. Toma se te cayo.,1045,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
546,Feminismo es la idea radical que sostiene que las mujeres somos personas,17,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
547,"De camino a casa quiere ser libre, no valiente",28,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
548,"Este cuerpo es mio, no se toca, no se viola, no se mata",33,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
549,"Es un dibujo de una mujer, talvez no se nota mucho, también dibujo a la sociedad",32,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
550,Existo porque resisto,32,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
551,"Respetaré tu opinión, cuando tu opinión no le falta el respeto a la existencia de nadie.",31,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
552,Dejar de usar la palabra hombre cómo sinónomo de ser humano,50,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
553,Sabies que? Nadie se ponia un pañuelo verde para estas mujeres. ,32,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
554,Que un tipo se olvida de ser padre no genera tanto revolucion cómo una mujer que decide no ser madre,65,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
555,"ni se te agranda por putearme, ni se te achica por respectarme",52,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
556,Ayer la secuestraron. Hoy vas de putas. Basta. Esta casa secuestros y mucho sufrimiento,263,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
557,Contra la cultura de la violacion: ser mujer no deberia ser un factor de riesgo,211,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
558,No por ser mujer tengo que.. Basta con los estereotipos de genero.,662,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
559,La sexualidad es una enfermedad. Hoy no puedo ir a trabajar. Soy gay.,4573,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
560,"Yo no soy machista, pero...",927,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
561,Mujerzuela. Etiquetar a las personas es un error. no prejuzguemos,5646,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
562,"Nunca he creido que por ser mujer debe de tener tratos especiales, de creerlo estaría reconociendo que soy inferior a los hombres, y no soy inferior a ninguno de ellos.",1206,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
563,La liberdad de las mujeres no se miden por el tamaño de la ropa que llevan.,597,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
564,Marie Curi. Irena Sendler. Frida Kahlo. Adivina cual de las tres se volvia un icono feminista.,120,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
565,Siempre tan consideradas las feministas,993,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566,"Sigame, que no lo resistes",252,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
567,Igualdad. Feminisme. Ya existe,,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
568,"Hola señor secuestrador. Hola Vincent, salu2. Vete tranquila a casa, no te voy a hacer nada, porque tienes pene igual que yo.",2523,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
569,Feminista Patriarcado,2214,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
570,"Yo no estoy de acuerdo con el feminismo, porque eres un cerdo patriarcal.",1893,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,"Antes de ponerte esto, ponte esto (un condon)",581,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
572,"Todo este chiste hacen que mata a su esposa, violan a tu hija, y desaparecen a tu madre. Es alli cuando dejas de burlarte, y es allí cuando cambian los memes por carteleras con fotos de ellas y con titulo ""se busca""",0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
573,El violador eres tú.,3406,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
574,"capericita, caperucita que llevas en la cesta? Mira Lobo te meto una 
hostia, que te reviento esa cara de payaso que tienes,
que no tengo el chocho para fiestas hoy!",781,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
575,"Imagen Bragas llenas de sangre;
Todas tenemos bragas para los días que sangramos. 
¿Os suena? Pero las de cocoro fueron hechas 
ESPECIALMENTE para MANCHARLAS. ¡VIVA LA SANGRE!",1765,0,desconocido,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
576,"Dejemos de hablas de maltratadas y hablemos de maltratadores…
este cuerpo no se viola, no se mata…
Educalos a ellos para no matar,No es abuso es violación",347,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
577,"ciclo de la violencia machista; 1face acumulación de tensión, 
2fase explosión de la violencia,3 fase luna de miel",442,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
578,Imagen; Acusado denunciante,483,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
579,"Y la culpa no era mia, ni donde estaba, ni como vestia",862,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
580,"tienes las olas del mar tatuadas en tu piel, y aun sigues creyendo que no eres arte!",1131,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
581,Es comodo hablar de igualdad cuando la desigualdad la sufre otro,694,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
582,Image; Vivamos la regla LIbre,1100,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
583,"Hablan de violadas durante la noche? Ahora entiendo porque las chicas no se sienten seguras, porque las manteneis calladas,y mudas,Hablais de feminismo y nuca les dais ayuda!",108,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
584,"No quiero ser valiente, quiero ser libre!",411,0,españa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
585,Somos hijas y nietas de las cholas que quieres asesinar,70,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
586,"Son muy chicos para aprender lo que es el genero y la homosexualidad,y sin embargo a mi, cuando tenia 10 años, mis compañeros del colegio me decian mariquita,Para hablarles negativamente de la homosexualidad no son tan chico, no? O donde aprendieron eso?",1575,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
587,"Si ser libre es ser Puta, yo soy una Reputa",1014,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
588,Cuando Tocar un cuerpo?,932,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
589,Segun la RAE NO expresa negación! Queda claro?,380,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
590,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
591,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
592,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
593,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
594,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
595,imagen sometimiendo y desvalora mujer ,1830,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
596,imagen sometimiendo y desvalora mujer ,2194,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
597,imagen sometimiendo y desvalora mujer ,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
598,Loser school ruined my life,728,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,imagen pistola en la boca de mujer,1438,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,imagen sometimiendo y desvalora mujer ,1610,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
601,imagen sometimiendo y desvalora mujer ,2918,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,imagen sometimiendo y desvalora mujer ,1851,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
603,mujer en bragas; Dead inside but still horny,4707,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
604,"callejera, princi..que? Against all apression, church kills",59,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
605,Sola estoy bien acompañadaq,120,0,Bilbao,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
606,abusaron de mi a los 8 años...,545,0,chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
607,"No os fijais de lo que hay dentro de sus cabezas,y las tratais como si fueran la milanesa",1083,0,Peru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
608,#quesesepa video,0,22124,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
609,cada vez que te sientas incomoda con tu cuerpo...,676,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
610,Unpopular opinion there is literally no correlation between penis size and toxic masculinity,1363,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
611,All the boys think about is sex... Meet sex,2703,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
612,When she tells you not to race and...,10961,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
613,30LB of boost..,1570,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
614,I better get the door... before this bitch..,20699,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
615,yo haciendole una escena de celos a un chico que no es mi novio,3316,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
616,my opening a bag of chips...My 20 extra pounds of fat,913,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
617,How i wanted to end the year,1718,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
618,Girls: Snow will ruin my boots...Boys in the snow,841,0,Houston,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
619,imagen degrada la mujer,3477,0,españa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
620,cuando la vida te da mas de lo que mereces,2062,0,Venezuela,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
621,tuit de Tump; Tan ridicula. Greta debe trabajar en su manejo de la ira,4,0,"Catalunya, España",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
622,Cuando vas camino a que tu mejor amigo a Qlear pero llegas a donde su mejor amigo,174,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
623,Dale un beso en la frente cada que puedas,113,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
624,Prendido en chispitas a ver si sale chispa entre esa hpta y yo,270,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
625,"Asi estuvieramos, pero mi esposa y mi novia no se llevan",113,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
626,ves como si obedeces a un culo,106,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
627,Cuando ella solita se pone en cuatro,261,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
628,Si mi leche fuera tinta y tus nalgas mi tintero...,763,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
629,No se si donar sangre o semen...,892,0,"Bogota, Colombia",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
630,"ni soy histerica, ni estoy mestruando, grito porque nos estan asesinando",1417,0,argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
631,Video; quedate con quien te de defienda de esta manera,0,7196,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
632,Cuando terminabas de estudiar la tabla del 7 con tu mama,1278,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
633,Beauty tips  Lavate el culo,406,0,Mexico,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
634,"Vamos a jugar, Alejate niña del demonio",2703,0,Mexico,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
635,Las mujeres cuando no tienen con quien peliar,858,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
636,Wey alla va tu hermana con un vato,822,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
637,Cuando descubres la clave del celular...despues de revisar...,1847,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
638,Me dijiste que hacias trucos de magia... desaparezco el viernes y aparezco el lunes,3039,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
639,"amarga como la suergra, pero rica como la hija",1247,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
640,A good wife...,2828,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
641,Women mens shoes,8684,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
642,imagen degrada la mujer,1957,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
643,Ilustracion maltrato cortalo desde raiz si te malatrata no te quiere ,3552,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
644,Ilustracion para niño o para niña..,166,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
645,Si carlos acabas de conocer el consentimiento,156,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
646,Cuando un hombre se queda sin argumentos...estas loca,438,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
647,"Ilustracion No es que me falte sentido de humor, es que tu violencia no me hace reir",31,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
648,asi amigos mios es que nace una feminista,30,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
649,"Ahi viene el chico que te gusta, actua normal...",4,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
650,"Si conoces a una mujer sincera, fiel y que no deja coquetera con otros:::",15,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
651,Tio dime como te tiraste a ese pivonazo,44,0,"Catalunya, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652,Esperando a que tu novia se calme cuando esta enfadada,34,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
653,Sabes que vas a resolver el problema pero recuerdas que eres mujer,28,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
654,Si es machista no es humor es violencia,23,0,ciudad de corrientes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
655,hasta el coño de chistes machistas,3474,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
656,cuando estas en una fiesta y ves a tus amigas con cara quitamelo de encima,71,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
657,"Cuando estoy jugando piedra, papel y tijera con mimejor amiga y las dos sacamos tijera",100,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
658,Lucharon 6años para casarse y a los 15dias se divorciaron... queda comprobado que el probelam no esel hombre,74,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
659,Cuando un albañil te tira un piropo,0,269,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
660,Niños la violencia nunca es la respuesta....no se dice niños se dice niñes,144,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
661,Cuando tienes muchas ganas de jugar pero eres mujer...,61,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
662,El macho va con la hembra...,54,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
663,"mientras ustedes se cagan de la risa con y la culpa no era mia, ayer una piba se quito la vida",488,0,Tacuman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
664,La policia turca detiene a mujeres por cantar un violador en tu camino...,241,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
665,Brisa desaparecio anoche en la zona de villegas...,35,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
666,A todos esos que se cagan de la risa con y la culpa no era mia...,1969,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
667,"Chile 42 muertos, 12 mujeres violada, 121 desaparecidos",591,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
668,"4to grado tuvo taller de ESI, tres de los valores se largaron a llorar desconsoladamente ...poruqe los papas le pegan a las mamas",3201,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
669,"Una nena de 12años es muy chica para recibir educación sexual, pero si la violan es suficiente madura para ser madre",1628,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
670,"mi mama fue trabajadora social por muchos años, entre los casos mas horribles que vio fue una bebe de 9 meses con faringitis gonococica su abuelo le ponia el pene en la boca...",34520,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
671,Esa vezque me tocaron en el metro...,8022,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
672,Sale a celebrar su cumpleaños y taxista la viola...,262,0,"Ciudad de Mexico, Mexico",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
673,Solo queria vender su telefono y termino acosada,17,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
674,"No te quedes callada, el acoso no debe continuar..",10,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
675,"En el 2008 la fiscalia recibio 4 denuncias por acoso callejero, en el 2018 la cfra era  de 11098",25,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
676,"Para decir Ni una menos, debemos dejar de decir piropo al acoso callejero",26,0,"Maracabo, Venezuela",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
677,"imagen degrada la mujer, ",7,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
678,"Mi amor y la niña, tranquila mi amor la tengo controlada... ",153,0,"Catalunya, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
679,Cuando sabes que con tan solo con tu presencia le desagradas...,122,0,"Catalunya, España",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
680,"No sabes ni grabar, ni hacer fotos, ni caminar casi...",333,0,"Catalunya, España",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
681,Evitemos el ciberbullying...,101,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
682,Stop Bullying,361,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
683,Video No al ciber acoso,0,15771,Ecuador,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
684,Video sobre elciber acoso,0,672311,CDMX,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
685,Aparece una cuarta victima del descuartizador de Malta calvo,553,0,"Valencia, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
686,Una mujer se suicida tras dinfundirce video sexual suyo entre sus compañeros de trabajo,968,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
687,Video;estamos en contra del Ciber acoso...,612,0,"Bilbao, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
688,Pedofilia en Ecuador,4,0,Ecuador,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
689,Acoso o coqueteo,18,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
690,Como actuar en casos de grooming,802,0,España,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
691,"Ni loca ni perseguida, ni histerica, Elacoso existe",55,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
692,Gordofobia:el primer paso para superar un complejo es superarlo...,1259,0,argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
693,Imagen niña maltratada por su padre...,628,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
694,Le clave el cuchillo por que me dijo que lido sos,906,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
695,En chile torturan y matan,164,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
696,"Aunque denuncien 4mujeres en 24horas, mejor hablar de denuncias falsas",176,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
697,Scarlet gorga y con celulitis/ Jack Living the dreams,52,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
